purpose,gender,age,income,household,children,edu,occupation,ncars,scenario,choice,TT1,C1,WT1,TT2,C2,WT2,TT3,C3,WT3,TT4,C4,WT4,TT5,C5,WT5,choice_rainy,id_panel
2,2,1,1,4,2,1,6,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,412
1,2,2,1,4,0,3,4,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,413
1,1,5,2,4,2,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,414
1,1,2,1,4,3,3,2,0,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,415
2,2,1,1,4,0,1,6,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,416
1,2,1,1,4,2,1,2,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,417
1,2,5,2,4,2,3,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,418
1,2,2,1,4,0,3,6,0,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,419
1,2,2,1,4,0,4,4,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,420
1,1,2,1,2,0,2,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,421
1,2,2,2,2,0,4,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,422
1,1,3,2,3,1,3,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,423
1,1,4,3,4,2,3,1,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,424
1,2,2,1,1,0,3,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,425
1,1,2,2,2,0,4,2,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,426
1,2,4,2,4,2,6,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,427
1,2,2,1,3,2,3,1,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,428
4,2,6,2,1,0,6,5,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,429
3,1,5,3,2,0,3,5,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,430
3,1,2,2,2,0,1,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,431
1,2,2,1,4,0,3,2,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,432
1,2,1,2,2,0,3,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,433
1,2,4,2,2,0,1,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,434
1,1,2,2,2,0,3,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,435
2,2,5,1,2,0,1,5,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,436
1,1,5,2,4,2,1,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,437
1,2,2,1,3,0,3,2,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,438
1,2,3,2,1,0,3,2,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,439
2,1,2,1,1,0,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,440
1,2,3,2,3,1,3,2,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,441
3,1,5,3,4,0,2,5,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,442
1,2,1,1,4,3,3,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,443
1,1,2,2,2,0,3,1,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,444
3,1,5,3,4,0,2,5,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,445
1,1,3,2,3,1,3,3,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,446
1,1,3,2,1,0,1,1,0,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,447
1,2,1,1,2,0,3,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,448
1,2,3,1,1,0,3,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,449
1,2,2,1,2,0,3,2,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,450
1,1,5,1,3,1,1,4,0,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,451
1,1,1,1,1,0,3,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,452
1,2,1,1,4,3,3,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,453
1,2,1,1,3,1,1,6,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,454
1,1,1,1,3,0,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,455
1,1,1,1,4,2,3,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,456
1,1,1,1,4,0,1,6,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,457
1,1,1,1,1,0,1,6,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,458
1,1,3,2,2,0,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,459
1,1,3,3,1,0,3,3,3,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,460
1,2,3,2,3,1,3,1,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,461
1,2,1,1,3,1,1,6,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,462
1,1,2,3,4,0,3,3,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,463
3,2,6,2,4,2,6,5,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,464
1,1,2,1,4,0,3,2,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,465
1,2,1,1,4,2,1,6,3,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,466
1,2,1,2,4,1,1,6,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,467
1,1,2,2,1,0,3,1,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,468
1,2,1,2,4,2,1,6,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,469
2,2,1,3,4,0,1,6,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,470
1,2,1,2,3,1,1,6,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,471
1,2,1,1,4,0,1,6,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,472
1,2,2,2,1,0,4,2,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,473
2,1,1,2,4,3,1,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,474
1,2,1,3,4,0,1,2,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,475
1,2,1,2,4,3,1,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,476
1,1,2,1,1,0,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,477
3,2,1,1,4,3,1,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,478
1,1,2,1,1,0,1,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,479
1,2,3,2,2,2,3,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,480
1,1,1,2,4,3,1,6,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,481
1,2,1,1,4,0,3,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,482
1,2,2,2,4,0,3,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,483
1,2,4,2,4,2,3,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,484
3,2,5,3,3,0,3,5,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,485
1,2,3,3,3,2,5,2,3,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,486
3,1,5,2,4,2,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,487
5,1,5,2,3,1,3,5,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,488
1,1,3,2,2,0,1,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,489
1,1,4,2,3,0,3,2,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,490
1,1,2,2,1,0,1,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,491
1,2,4,2,3,2,3,4,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,492
1,2,4,2,3,1,3,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,493
1,1,2,2,1,0,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,494
1,1,1,1,1,0,1,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,495
1,1,2,1,1,0,3,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,496
4,1,6,3,4,2,4,5,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,497
1,2,3,1,1,0,1,2,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,498
3,1,2,1,4,1,1,1,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,499
1,2,1,1,2,0,3,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,500
1,2,2,1,2,0,3,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,501
1,2,1,1,4,3,6,6,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,502
2,1,2,1,2,0,1,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,503
1,1,5,1,3,1,3,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,504
1,1,4,1,4,1,1,5,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,505
1,1,1,1,4,3,3,6,3,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,506
3,2,6,1,4,1,6,5,0,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,507
1,2,1,1,4,3,3,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,508
1,2,1,2,1,0,2,1,0,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,509
3,2,5,1,2,0,6,4,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,510
1,1,2,2,2,0,3,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,511
1,1,1,1,4,2,3,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,512
2,2,2,2,2,0,4,1,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,513
2,1,5,2,4,2,4,2,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,514
1,2,1,2,4,3,1,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,515
1,2,1,1,4,0,3,6,2,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,516
2,1,1,2,4,0,3,6,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,517
3,2,3,1,4,3,1,2,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,518
1,1,2,2,1,0,3,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,519
1,2,2,2,4,2,3,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,520
1,1,2,1,2,0,2,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,521
1,1,1,1,2,0,1,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,522
2,1,3,1,1,0,3,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,523
1,1,2,2,1,0,3,2,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,524
1,1,5,2,3,1,3,1,2,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,525
1,1,4,2,3,1,1,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,526
1,1,2,2,4,1,3,2,0,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,527
3,2,5,1,2,0,1,4,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,528
2,2,4,2,2,0,1,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,529
1,1,1,1,2,0,2,3,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,530
1,2,5,2,3,0,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,531
1,2,3,2,3,1,4,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,532
1,1,4,2,2,0,2,3,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,533
1,2,2,2,2,0,3,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,534
2,1,1,1,3,0,1,6,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,535
1,1,5,3,2,0,2,3,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,536
1,1,4,2,1,0,1,3,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,537
1,2,2,2,2,0,3,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,538
2,2,5,2,2,0,3,1,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,539
2,1,2,1,3,0,3,4,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,540
1,1,4,2,3,1,3,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,541
1,1,5,3,3,0,2,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,542
1,1,3,2,4,2,4,2,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,543
1,1,3,3,1,0,4,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,544
1,2,1,1,4,1,1,4,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,545
1,2,1,2,4,1,1,4,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,546
1,2,1,1,4,0,1,6,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,547
1,2,1,1,4,0,1,6,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,548
1,1,1,1,2,0,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,549
1,1,1,1,4,0,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,550
1,2,5,1,4,3,1,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,551
1,2,1,1,4,0,3,6,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,552
1,1,2,1,4,2,3,4,2,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,553
1,1,3,3,4,2,4,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,554
2,2,2,1,4,1,1,6,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,555
1,2,2,1,4,0,1,6,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,556
4,1,1,1,1,2,1,4,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,557
1,2,3,2,4,2,4,2,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,558
1,1,4,1,3,1,2,3,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,559
1,1,2,2,2,0,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,560
1,2,3,1,2,0,3,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,561
4,2,5,1,2,0,2,5,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,562
1,1,1,1,1,0,1,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,563
1,1,2,2,2,0,4,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,564
1,2,1,2,1,0,3,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,565
1,2,1,1,3,1,1,6,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,566
1,2,4,3,4,2,3,2,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,567
1,1,5,3,4,3,4,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,568
2,2,6,3,3,0,3,5,3,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,569
1,2,2,1,4,0,4,2,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,570
1,1,4,3,3,1,4,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,571
1,1,5,3,4,0,3,1,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,572
1,2,4,3,2,0,5,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,573
1,1,1,1,4,0,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,574
2,2,1,2,4,1,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,575
1,1,3,3,3,1,4,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,576
1,2,3,3,4,2,3,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,577
1,2,4,2,2,0,2,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,578
1,2,3,2,1,0,3,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,579
2,2,3,2,2,0,1,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,580
2,2,2,1,4,1,4,2,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,581
1,2,3,2,4,2,3,2,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,582
1,1,4,3,4,3,5,1,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,583
1,1,2,2,2,0,2,2,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,584
1,1,4,3,4,2,4,2,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,585
1,1,5,3,2,0,3,5,2,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,586
1,2,3,3,4,2,3,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,587
1,1,4,2,2,0,3,3,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,588
1,1,4,3,4,0,2,2,2,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,589
1,1,4,3,4,2,2,2,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,590
1,2,4,3,2,0,2,3,2,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,591
1,2,3,2,4,3,3,1,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,592
1,2,1,1,1,1,1,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,593
1,2,1,1,1,1,1,6,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,594
1,2,2,2,2,0,4,1,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,595
1,1,4,2,1,0,3,1,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,596
1,1,1,1,1,1,1,6,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,597
1,2,1,2,4,2,1,6,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,598
4,1,1,1,4,3,5,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,599
2,2,2,2,3,1,4,3,3,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,600
3,2,3,1,3,1,5,5,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,601
1,1,5,2,3,1,3,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,602
1,2,4,1,3,1,1,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,603
1,1,4,2,3,1,1,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,604
1,2,4,1,3,1,1,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,605
1,1,3,2,4,2,3,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,606
1,2,3,3,4,2,4,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,607
1,1,3,2,4,2,3,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,608
4,1,1,3,2,2,1,2,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,609
1,2,1,2,4,3,1,6,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,610
1,2,1,1,4,3,1,6,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,611
1,2,1,1,4,0,3,4,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,612
1,2,2,2,1,0,3,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,613
1,1,5,2,4,2,4,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,614
1,1,4,2,4,2,3,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,615
1,2,1,1,4,0,3,6,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,616
1,2,5,2,1,0,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,617
1,1,5,2,4,2,3,3,3,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,618
3,2,5,3,4,2,4,1,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,619
2,2,1,1,3,2,1,4,0,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,620
3,1,5,3,3,0,4,2,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,621
1,1,1,2,3,1,1,4,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,622
1,1,1,1,4,2,1,6,0,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,623
5,2,5,2,4,2,4,3,1,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,624
3,1,5,2,3,1,3,5,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,625
1,1,2,1,4,0,4,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,626
1,1,5,2,4,2,1,1,0,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,627
1,1,5,1,3,1,4,4,0,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,628
1,2,2,1,2,1,4,1,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,629
1,1,2,3,2,0,3,3,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,630
2,2,5,2,2,0,3,3,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,631
1,2,4,1,3,1,1,2,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,632
1,1,4,2,4,2,1,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,633
1,2,5,2,3,1,3,1,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,634
1,1,4,2,4,2,3,2,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,635
1,1,3,2,4,2,3,3,2,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,636
1,1,3,2,3,1,3,2,1,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,637
1,2,2,2,4,2,4,3,2,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,638
1,1,4,2,4,2,4,2,1,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,639
1,2,3,2,3,2,3,1,0,5,3,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,3,640
4,2,3,2,4,2,3,2,1,5,1,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,1,641
1,2,5,2,4,2,3,1,2,5,5,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,5,642
1,1,3,2,4,2,3,2,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,643
1,1,4,3,4,0,3,2,4,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,644
1,1,4,3,4,2,3,3,2,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,645
1,1,3,3,4,3,4,1,3,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,646
1,1,4,3,3,0,2,2,3,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,647
1,2,2,2,3,0,3,2,3,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,648
1,2,3,3,3,1,4,2,3,5,2,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,2,649
1,1,4,2,3,1,1,2,1,5,4,45,8,5,25,15,0,45,1.4,15,45,12,0,40,3,10,4,650
