COUNT;DATE;MONTH;YEAR;TIME;O(t);V(t);V(t-1)
9534;28;5;2000;10:19:30PM;11.81;58;59
9535;28;5;2000;10:21:00PM;16.54;72;58
9536;28;5;2000;10:22:30PM;12.6;52;72
9537;28;5;2000;10:24:00PM;14.57;58;52
9538;28;5;2000;10:25:30PM;31.89;81;58
9539;28;5;2000;10:27:00PM;20.87;66;81
9540;28;5;2000;10:28:30PM;20.08;71;66
9541;28;5;2000;10:30:00PM;14.96;57;71
9542;28;5;2000;10:31:30PM;11.81;47;57
9543;28;5;2000;10:33:00PM;28.74;71;47
9544;28;5;2000;10:34:30PM;20.47;73;71
9545;28;5;2000;10:36:00PM;23.23;57;73
9546;28;5;2000;10:37:30PM;31.89;67;57
9547;28;5;2000;10:39:00PM;14.57;63;67
9548;28;5;2000;10:40:30PM;25.2;78;63
9549;28;5;2000;10:42:00PM;12.99;48;78
9550;28;5;2000;10:43:30PM;29.53;39;48
9551;28;5;2000;10:45:00PM;20.87;62;39
9552;28;5;2000;10:46:30PM;15.36;57;62
9553;28;5;2000;10:48:00PM;17.72;64;57
9554;28;5;2000;10:49:30PM;19.69;51;64
9555;28;5;2000;10:51:00PM;12.99;52;51
9556;28;5;2000;10:52:30PM;13.78;45;52
9557;28;5;2000;10:54:00PM;51.58;69;45
9558;28;5;2000;10:55:30PM;32.68;78;69
9559;28;5;2000;10:57:00PM;22.44;76;78
9560;28;5;2000;10:58:30PM;12.21;46;76
9561;28;5;2000;11:00:00PM;17.32;70;46
9562;28;5;2000;11:01:30PM;12.21;55;70
9563;28;5;2000;11:03:00PM;20.08;59;55
9564;28;5;2000;11:04:30PM;9.45;43;59
9565;28;5;2000;11:06:00PM;25.2;67;43
9566;28;5;2000;11:07:30PM;16.93;47;67
9567;28;5;2000;11:09:00PM;29.53;70;47
9568;28;5;2000;11:10:30PM;25.2;61;70
9569;28;5;2000;11:12:00PM;18.11;62;61
9570;28;5;2000;11:13:30PM;15.75;57;62
9571;28;5;2000;11:15:00PM;14.96;51;57
9572;28;5;2000;11:16:30PM;20.08;70;51
9573;28;5;2000;11:18:00PM;14.96;54;70
9574;28;5;2000;11:19:30PM;16.14;62;54
9575;28;5;2000;11:21:00PM;29.53;63;62
9576;28;5;2000;11:22:30PM;15.36;53;63
9577;28;5;2000;11:24:00PM;31.5;73;53
9578;28;5;2000;11:25:30PM;28.35;58;73
9579;28;5;2000;11:27:00PM;15.75;65;58
9580;28;5;2000;11:28:30PM;12.99;55;65
9581;28;5;2000;11:30:00PM;27.17;62;55
9582;28;5;2000;11:31:30PM;13.39;62;62
9583;28;5;2000;11:33:00PM;15.75;62;62
9584;28;5;2000;11:34:30PM;16.54;61;62
9585;28;5;2000;11:36:00PM;14.57;59;61
9586;28;5;2000;11:37:30PM;13.39;54;59
9587;28;5;2000;11:39:00PM;14.17;48;54
9588;28;5;2000;11:40:30PM;13.39;46;48
9589;28;5;2000;11:42:00PM;17.72;65;46
9590;28;5;2000;11:43:30PM;16.54;61;65
9591;28;5;2000;11:45:00PM;20.08;45;61
9592;28;5;2000;11:46:30PM;7.87;38;45
9593;28;5;2000;11:48:00PM;14.17;64;38
9594;28;5;2000;11:49:30PM;18.51;57;64
9595;28;5;2000;11:51:00PM;14.57;55;57
9596;28;5;2000;11:52:30PM;12.6;53;55
9597;28;5;2000;11:54:00PM;8.66;42;53
9598;28;5;2000;11:55:30PM;12.99;53;42
9599;28;5;2000;11:57:00PM;12.6;55;53
9600;28;5;2000;11:58:30PM;13.78;59;55
9601;29;5;2000;12:00:00AM;14.17;64;59
9602;29;5;2000;12:01:30AM;8.27;45;64
9603;29;5;2000;12:03:00AM;22.44;80;45
9604;29;5;2000;12:04:30AM;11.02;50;80
9605;29;5;2000;12:06:00AM;11.81;57;50
9606;29;5;2000;12:07:30AM;14.96;64;57
9607;29;5;2000;12:09:00AM;13.78;62;64
9608;29;5;2000;12:10:30AM;12.6;56;62
9609;29;5;2000;12:12:00AM;11.42;51;56
9610;29;5;2000;12:13:30AM;18.9;77;51
9611;29;5;2000;12:15:00AM;7.87;40;77
9612;29;5;2000;12:16:30AM;11.81;58;40
9613;29;5;2000;12:18:00AM;8.66;42;58
9614;29;5;2000;12:19:30AM;9.84;47;42
9615;29;5;2000;12:21:00AM;12.6;51;47
9616;29;5;2000;12:22:30AM;9.84;43;51
9617;29;5;2000;12:24:00AM;12.6;50;43
9618;29;5;2000;12:25:30AM;9.84;46;50
9619;29;5;2000;12:27:00AM;12.6;61;46
9620;29;5;2000;12:28:30AM;9.06;47;61
9621;29;5;2000;12:30:00AM;10.63;49;47
9622;29;5;2000;12:31:30AM;11.81;55;49
9623;29;5;2000;12:33:00AM;8.27;42;55
9624;29;5;2000;12:34:30AM;9.06;47;42
9625;29;5;2000;12:36:00AM;9.84;48;47
9626;29;5;2000;12:37:30AM;14.57;57;48
9627;29;5;2000;12:39:00AM;9.06;48;57
9628;29;5;2000;12:40:30AM;13.39;65;48
9629;29;5;2000;12:42:00AM;10.63;53;65
9630;29;5;2000;12:43:30AM;9.84;47;53
9631;29;5;2000;12:45:00AM;12.6;55;47
9632;29;5;2000;12:46:30AM;10.24;46;55
9633;29;5;2000;12:48:00AM;7.09;37;46
9634;29;5;2000;12:49:30AM;12.6;51;37
9635;29;5;2000;12:51:00AM;9.84;43;51
9636;29;5;2000;12:52:30AM;5.91;31;43
9637;29;5;2000;12:54:00AM;7.48;36;31
9638;29;5;2000;12:55:30AM;11.42;53;36
9639;29;5;2000;12:57:00AM;9.85;48;53
9640;29;5;2000;12:58:30AM;8.27;41;48
9641;29;5;2000;1:00:00AM;9.84;52;41
9642;29;5;2000;1:01:30AM;9.06;45;52
9643;29;5;2000;1:03:00AM;10.63;51;45
9644;29;5;2000;1:04:30AM;7.48;39;51
9645;29;5;2000;1:06:00AM;6.69;33;39
9646;29;5;2000;1:07:30AM;9.06;47;33
9647;29;5;2000;1:09:00AM;7.09;37;47
9648;29;5;2000;1:10:30AM;9.84;47;37
9649;29;5;2000;1:12:00AM;10.63;53;47
9650;29;5;2000;1:13:30AM;10.63;47;53
9651;29;5;2000;1:15:00AM;7.87;39;47
9652;29;5;2000;1:16:30AM;6.3;38;39
9653;29;5;2000;1:18:00AM;4.72;26;38
9654;29;5;2000;1:19:30AM;8.66;47;26
9655;29;5;2000;1:21:00AM;8.66;42;47
9656;29;5;2000;1:22:30AM;13.78;70;42
9657;29;5;2000;1:24:00AM;4.72;29;70
9658;29;5;2000;1:25:30AM;9.06;50;29
9659;29;5;2000;1:27:00AM;9.45;43;50
9660;29;5;2000;1:28:30AM;9.45;48;43
9661;29;5;2000;1:30:00AM;5.12;26;48
9662;29;5;2000;1:31:30AM;5.12;28;26
9663;29;5;2000;1:33:00AM;6.3;32;28
9664;29;5;2000;1:34:30AM;7.87;40;32
9665;29;5;2000;1:36:00AM;3.15;20;40
9666;29;5;2000;1:37:30AM;5.91;32;20
9667;29;5;2000;1:39:00AM;5.12;28;32
9668;29;5;2000;1:40:30AM;4.72;27;28
9669;29;5;2000;1:42:00AM;3.94;22;27
9670;29;5;2000;1:43:30AM;8.27;45;22
9671;29;5;2000;1:45:00AM;5.12;31;45
9672;29;5;2000;1:46:30AM;7.09;35;31
9673;29;5;2000;1:48:00AM;8.27;41;35
9674;29;5;2000;1:49:30AM;8.27;43;41
9675;29;5;2000;1:51:00AM;8.66;41;43
9676;29;5;2000;1:52:30AM;6.69;36;41
9677;29;5;2000;1:54:00AM;5.51;26;36
9678;29;5;2000;1:55:30AM;5.91;29;26
9679;29;5;2000;1:57:00AM;5.12;28;29
9680;29;5;2000;1:58:30AM;5.12;29;28
9681;29;5;2000;2:00:00AM;5.91;30;29
9682;29;5;2000;2:01:30AM;3.94;24;30
9683;29;5;2000;2:03:00AM;3.94;25;24
9684;29;5;2000;2:04:30AM;8.66;31;25
9685;29;5;2000;2:06:00AM;7.48;32;31
9686;29;5;2000;2:07:30AM;6.3;36;32
9687;29;5;2000;2:09:00AM;6.3;31;36
9688;29;5;2000;2:10:30AM;4.72;28;31
9689;29;5;2000;2:12:00AM;3.54;22;28
9690;29;5;2000;2:13:30AM;5.12;27;22
9691;29;5;2000;2:15:00AM;4.72;23;27
9692;29;5;2000;2:16:30AM;5.91;33;23
9693;29;5;2000;2:18:00AM;2.76;15;33
9694;29;5;2000;2:19:30AM;3.15;21;15
9695;29;5;2000;2:21:00AM;3.94;24;21
9696;29;5;2000;2:22:30AM;4.72;29;24
9697;29;5;2000;2:24:00AM;4.33;25;29
9698;29;5;2000;2:25:30AM;5.12;21;25
9699;29;5;2000;2:27:00AM;5.91;29;21
9700;29;5;2000;2:28:30AM;3.94;24;29
9701;29;5;2000;2:30:00AM;5.51;29;24
9702;29;5;2000;2:31:30AM;3.94;20;29
9703;29;5;2000;2:33:00AM;4.33;28;20
9704;29;5;2000;2:34:30AM;3.94;25;28
9705;29;5;2000;2:36:00AM;1.97;14;25
9706;29;5;2000;2:37:30AM;8.66;24;14
9707;29;5;2000;2:39:00AM;1.57;13;24
9708;29;5;2000;2:40:30AM;2.76;17;13
9709;29;5;2000;2:42:00AM;2.36;15;17
9710;29;5;2000;2:43:30AM;2.36;15;15
9711;29;5;2000;2:45:00AM;2.36;18;15
9712;29;5;2000;2:46:30AM;3.54;22;18
9713;29;5;2000;2:48:00AM;4.33;28;22
9714;29;5;2000;2:49:30AM;2.36;14;28
9715;29;5;2000;2:51:00AM;3.54;26;14
9716;29;5;2000;2:52:30AM;1.97;13;26
9717;29;5;2000;2:54:00AM;3.94;21;13
9718;29;5;2000;2:55:30AM;1.97;17;21
9719;29;5;2000;2:57:00AM;3.15;22;17
9720;29;5;2000;2:58:30AM;1.57;12;22
9721;29;5;2000;3:00:00AM;2.76;19;12
9722;29;5;2000;3:01:30AM;3.15;18;19
9723;29;5;2000;3:03:00AM;3.15;22;18
9724;29;5;2000;3:04:30AM;2.76;18;22
9725;29;5;2000;3:06:00AM;3.15;19;18
9726;29;5;2000;3:07:30AM;2.76;16;19
9727;29;5;2000;3:09:00AM;4.72;29;16
9728;29;5;2000;3:10:30AM;1.97;14;29
9729;29;5;2000;3:12:00AM;3.94;23;14
9730;29;5;2000;3:13:30AM;2.76;18;23
9731;29;5;2000;3:15:00AM;4.72;27;18
9732;29;5;2000;3:16:30AM;1.57;12;27
9733;29;5;2000;3:18:00AM;2.76;17;12
9734;29;5;2000;3:19:30AM;1.57;9;17
9735;29;5;2000;3:21:00AM;3.54;29;9
9736;29;5;2000;3:22:30AM;1.97;11;29
9737;29;5;2000;3:24:00AM;1.97;16;11
9738;29;5;2000;3:25:30AM;1.18;8;16
9739;29;5;2000;3:27:00AM;3.15;21;8
9740;29;5;2000;3:28:30AM;1.97;13;21
9741;29;5;2000;3:30:00AM;2.36;15;13
9742;29;5;2000;3:31:30AM;2.36;17;15
9743;29;5;2000;3:33:00AM;4.33;28;17
9744;29;5;2000;3:34:30AM;1.97;12;28
9745;29;5;2000;3:36:00AM;2.76;18;12
9746;29;5;2000;3:37:30AM;3.94;21;18
9747;29;5;2000;3:39:00AM;3.94;24;21
9748;29;5;2000;3:40:30AM;3.15;17;24
9749;29;5;2000;3:42:00AM;3.54;24;17
9750;29;5;2000;3:43:30AM;2.36;14;24
9751;29;5;2000;3:45:00AM;2.36;16;14
9752;29;5;2000;3:46:30AM;1.18;10;16
9753;29;5;2000;3:48:00AM;2.76;16;10
9754;29;5;2000;3:49:30AM;2.36;11;16
9755;29;5;2000;3:51:00AM;2.36;16;11
9756;29;5;2000;3:52:30AM;2.36;15;16
9757;29;5;2000;3:54:00AM;3.54;20;15
9758;29;5;2000;3:55:30AM;2.36;15;20
9759;29;5;2000;3:57:00AM;3.15;21;15
9760;29;5;2000;3:58:30AM;1.97;13;21
9761;29;5;2000;4:00:00AM;1.97;14;13
9762;29;5;2000;4:01:30AM;2.76;16;14
9763;29;5;2000;4:03:00AM;1.18;7;16
9764;29;5;2000;4:04:30AM;1.57;9;7
9765;29;5;2000;4:06:00AM;3.15;19;9
9766;29;5;2000;4:07:30AM;2.36;16;19
9767;29;5;2000;4:09:00AM;3.54;16;16
9768;29;5;2000;4:10:30AM;1.97;13;16
9769;29;5;2000;4:12:00AM;1.97;10;13
9770;29;5;2000;4:13:30AM;1.97;12;10
9771;29;5;2000;4:15:00AM;1.97;13;12
9772;29;5;2000;4:16:30AM;1.97;14;13
9773;29;5;2000;4:18:00AM;2.36;16;14
9774;29;5;2000;4:19:30AM;1.18;9;16
9775;29;5;2000;4:21:00AM;3.54;17;9
9776;29;5;2000;4:22:30AM;3.54;19;17
9777;29;5;2000;4:24:00AM;1.97;10;19
9778;29;5;2000;4:25:30AM;2.36;15;10
9779;29;5;2000;4:27:00AM;2.36;16;15
9780;29;5;2000;4:28:30AM;1.57;12;16
9781;29;5;2000;4:30:00AM;2.76;17;12
9782;29;5;2000;4:31:30AM;2.36;16;17
9783;29;5;2000;4:33:00AM;4.33;24;16
9784;29;5;2000;4:34:30AM;3.54;23;24
9785;29;5;2000;4:36:00AM;3.54;12;23
9786;29;5;2000;4:37:30AM;2.76;15;12
9787;29;5;2000;4:39:00AM;3.15;17;15
9788;29;5;2000;4:40:30AM;2.36;13;17
9789;29;5;2000;4:42:00AM;3.54;22;13
9790;29;5;2000;4:43:30AM;1.18;8;22
9791;29;5;2000;4:45:00AM;2.36;13;8
9792;29;5;2000;4:46:30AM;3.54;16;13
9793;29;5;2000;4:48:00AM;2.36;12;16
9794;29;5;2000;4:49:30AM;3.94;17;12
9795;29;5;2000;4:51:00AM;2.76;18;17
9796;29;5;2000;4:52:30AM;4.72;22;18
9797;29;5;2000;4:54:00AM;2.36;13;22
9798;29;5;2000;4:55:30AM;3.54;17;13
9799;29;5;2000;4:57:00AM;2.76;16;17
9800;29;5;2000;4:58:30AM;4.33;23;16
9801;29;5;2000;5:00:00AM;4.33;22;23
9802;29;5;2000;5:01:30AM;3.94;22;22
9803;29;5;2000;5:03:00AM;6.3;19;22
9804;29;5;2000;5:04:30AM;1.97;13;19
9805;29;5;2000;5:06:00AM;4.33;26;13
9806;29;5;2000;5:07:30AM;5.51;27;26
9807;29;5;2000;5:09:00AM;2.76;19;27
9808;29;5;2000;5:10:30AM;2.36;16;19
9809;29;5;2000;5:12:00AM;2.36;17;16
9810;29;5;2000;5:13:30AM;6.69;35;17
9811;29;5;2000;5:15:00AM;1.97;13;35
9812;29;5;2000;5:16:30AM;5.91;30;13
9813;29;5;2000;5:18:00AM;4.72;21;30
9814;29;5;2000;5:19:30AM;6.69;28;21
9815;29;5;2000;5:21:00AM;5.12;27;28
9816;29;5;2000;5:22:30AM;6.69;36;27
9817;29;5;2000;5:24:00AM;5.91;31;36
9818;29;5;2000;5:25:30AM;4.33;28;31
9819;29;5;2000;5:27:00AM;3.54;21;28
9820;29;5;2000;5:28:30AM;5.12;24;21
9821;29;5;2000;5:30:00AM;7.87;40;24
9822;29;5;2000;5:31:30AM;9.06;35;40
9823;29;5;2000;5:33:00AM;15.75;27;35
9824;29;5;2000;5:34:30AM;7.09;39;27
9825;29;5;2000;5:36:00AM;5.12;26;39
9826;29;5;2000;5:37:30AM;8.66;43;26
9827;29;5;2000;5:39:00AM;16.54;41;43
9828;29;5;2000;5:40:30AM;8.66;44;41
9829;29;5;2000;5:42:00AM;4.72;27;44
9830;29;5;2000;5:43:30AM;9.84;45;27
9831;29;5;2000;5:45:00AM;9.06;41;45
9832;29;5;2000;5:46:30AM;9.45;42;41
9833;29;5;2000;5:48:00AM;5.12;35;42
9834;29;5;2000;5:49:30AM;21.66;30;35
9835;29;5;2000;5:51:00AM;5.91;31;30
9836;29;5;2000;5:52:30AM;9.45;40;31
9837;29;5;2000;5:54:00AM;10.24;41;40
9838;29;5;2000;5:55:30AM;8.27;36;41
9839;29;5;2000;5:57:00AM;6.69;35;36
9840;29;5;2000;5:58:30AM;17.72;42;35
9841;29;5;2000;6:00:00AM;10.24;48;42
9842;29;5;2000;6:01:30AM;7.48;35;48
9843;29;5;2000;6:03:00AM;7.09;33;35
9844;29;5;2000;6:04:30AM;37.8;32;33
9845;29;5;2000;6:06:00AM;8.27;33;32
9846;29;5;2000;6:07:30AM;24.41;73;33
9847;29;5;2000;6:09:00AM;9.84;46;73
9848;29;5;2000;6:10:30AM;19.29;60;46
9849;29;5;2000;6:12:00AM;7.09;32;60
9850;29;5;2000;6:13:30AM;51.97;48;32
9851;29;5;2000;6:15:00AM;11.02;48;48
9852;29;5;2000;6:16:30AM;28.74;84;48
9853;29;5;2000;6:18:00AM;11.81;47;84
9854;29;5;2000;6:19:30AM;19.69;71;47
9855;29;5;2000;6:21:00AM;37.01;70;71
9856;29;5;2000;6:22:30AM;13.39;52;70
9857;29;5;2000;6:24:00AM;14.96;54;52
9858;29;5;2000;6:25:30AM;21.66;69;54
9859;29;5;2000;6:27:00AM;23.23;64;69
9860;29;5;2000;6:28:30AM;25.59;90;64
9861;29;5;2000;6:30:00AM;39.77;71;90
9862;29;5;2000;6:31:30AM;48.43;67;71
9863;29;5;2000;6:33:00AM;57.88;60;67
9864;29;5;2000;6:34:30AM;20.08;75;60
9865;29;5;2000;6:36:00AM;34.65;67;75
9866;29;5;2000;6:37:30AM;27.95;76;67
9867;29;5;2000;6:39:00AM;41.74;64;76
9868;29;5;2000;6:40:30AM;33.07;81;64
9869;29;5;2000;6:42:00AM;38.19;83;81
9870;29;5;2000;6:43:30AM;38.59;65;83
9871;29;5;2000;6:45:00AM;33.07;81;65
9872;29;5;2000;6:46:30AM;19.69;60;81
9873;29;5;2000;6:48:00AM;44.89;68;60
9874;29;5;2000;6:49:30AM;32.68;84;68
9875;29;5;2000;6:51:00AM;28.74;80;84
9876;29;5;2000;6:52:30AM;36.62;59;80
9877;29;5;2000;6:54:00AM;32.29;76;59
9878;29;5;2000;6:55:30AM;39.77;66;76
9879;29;5;2000;6:57:00AM;46.85;64;66
9880;29;5;2000;6:58:30AM;64.18;65;64
9881;29;5;2000;7:00:00AM;69.3;70;65
9882;29;5;2000;7:01:30AM;44.1;49;70
9883;29;5;2000;7:03:00AM;30.71;58;49
9884;29;5;2000;7:04:30AM;29.92;66;58
9885;29;5;2000;7:06:00AM;46.85;66;66
9886;29;5;2000;7:07:30AM;65.36;63;66
9887;29;5;2000;7:09:00AM;59.85;61;63
9888;29;5;2000;7:10:30AM;60.24;66;61
9889;29;5;2000;7:12:00AM;54.73;58;66
9890;29;5;2000;7:13:30AM;71.27;71;58
9891;29;5;2000;7:15:00AM;96.86;41;71
9892;29;5;2000;7:16:30AM;72.84;62;41
9893;29;5;2000;7:18:00AM;85.05;55;62
9894;29;5;2000;7:19:30AM;67.33;74;55
9895;29;5;2000;7:21:00AM;62.21;54;74
9896;29;5;2000;7:22:30AM;70.87;64;54
9897;29;5;2000;7:24:00AM;68.9;54;64
9898;29;5;2000;7:25:30AM;63.39;61;54
9899;29;5;2000;7:27:00AM;51.58;66;61
9900;29;5;2000;7:28:30AM;63.78;75;66
9901;29;5;2000;7:30:00AM;68.51;51;75
9902;29;5;2000;7:31:30AM;39.37;57;51
9903;29;5;2000;7:33:00AM;18.9;55;57
9904;29;5;2000;7:34:30AM;20.08;78;55
9905;29;5;2000;7:36:00AM;25.2;50;78
9906;29;5;2000;7:37:30AM;10.24;40;50
9907;29;5;2000;7:39:00AM;12.99;54;40
9908;29;5;2000;7:40:30AM;36.62;82;54
9909;29;5;2000;7:42:00AM;42.13;62;82
9910;29;5;2000;7:43:30AM;35.44;81;62
9911;29;5;2000;7:45:00AM;51.19;69;81
9912;29;5;2000;7:46:30AM;59.45;56;69
9913;29;5;2000;7:48:00AM;57.09;57;56
9914;29;5;2000;7:49:30AM;76.78;52;57
9915;29;5;2000;7:51:00AM;76.78;37;52
9916;29;5;2000;7:52:30AM;85.44;50;37
9917;29;5;2000;7:54:00AM;90.95;44;50
9918;29;5;2000;7:55:30AM;96.46;38;44
9919;29;5;2000;7:57:00AM;92.92;39;38
9920;29;5;2000;7:58:30AM;81.11;69;39
9921;29;5;2000;8:00:00AM;85.44;51;69
9922;29;5;2000;8:01:30AM;75.6;58;51
9923;29;5;2000;8:03:00AM;77.17;66;58
9924;29;5;2000;8:04:30AM;80.32;59;66
9925;29;5;2000;8:06:00AM;69.69;64;59
9926;29;5;2000;8:07:30AM;56.7;77;64
9927;29;5;2000;8:09:00AM;75.99;62;77
9928;29;5;2000;8:10:30AM;48.43;72;62
9929;29;5;2000;8:12:00AM;72.45;68;72
9930;29;5;2000;8:13:30AM;56.3;68;68
9931;29;5;2000;8:15:00AM;47.64;65;68
9932;29;5;2000;8:16:30AM;82.29;51;65
9933;29;5;2000;8:18:00AM;50;68;51
9934;29;5;2000;8:19:30AM;63.78;61;68
9935;29;5;2000;8:21:00AM;57.48;67;61
9936;29;5;2000;8:22:30AM;71.27;72;67
9937;29;5;2000;8:24:00AM;37.4;75;72
9938;29;5;2000;8:25:30AM;57.88;55;75
9939;29;5;2000;8:27:00AM;24.02;57;55
9940;29;5;2000;8:28:30AM;26.77;75;57
9941;29;5;2000;8:30:00AM;48.82;71;75
9942;29;5;2000;8:31:30AM;33.47;79;71
9943;29;5;2000;8:33:00AM;38.59;77;79
9944;29;5;2000;8:34:30AM;32.29;69;77
9945;29;5;2000;8:36:00AM;36.22;74;69
9946;29;5;2000;8:37:30AM;28.35;72;74
9947;29;5;2000;8:39:00AM;18.11;59;72
9948;29;5;2000;8:40:30AM;20.87;59;59
9949;29;5;2000;8:42:00AM;51.19;44;59
9950;29;5;2000;8:43:30AM;45.28;63;44
9951;29;5;2000;8:45:00AM;36.22;74;63
9952;29;5;2000;8:46:30AM;25.99;80;74
9953;29;5;2000;8:48:00AM;35.83;78;80
9954;29;5;2000;8:49:30AM;22.84;65;78
9955;29;5;2000;8:51:00AM;38.19;66;65
9956;29;5;2000;8:52:30AM;23.62;75;66
9957;29;5;2000;8:54:00AM;20.47;69;75
9958;29;5;2000;8:55:30AM;17.72;72;69
9959;29;5;2000;8:57:00AM;17.32;59;72
9960;29;5;2000;8:58:30AM;12.99;49;59
9961;29;5;2000;9:00:00AM;38.98;63;49
9962;29;5;2000;9:01:30AM;29.14;82;63
9963;29;5;2000;9:03:00AM;24.02;71;82
9964;29;5;2000;9:04:30AM;19.29;44;71
9965;29;5;2000;9:06:00AM;29.53;43;44
9966;29;5;2000;9:07:30AM;36.22;64;43
9967;29;5;2000;9:09:00AM;34.65;72;64
9968;29;5;2000;9:10:30AM;24.41;81;72
9969;29;5;2000;9:12:00AM;18.11;59;81
9970;29;5;2000;9:13:30AM;14.96;59;59
9971;29;5;2000;9:15:00AM;20.08;65;59
9972;29;5;2000;9:16:30AM;42.13;63;65
9973;29;5;2000;9:18:00AM;23.62;72;63
9974;29;5;2000;9:19:30AM;27.95;73;72
9975;29;5;2000;9:21:00AM;41.34;71;73
9976;29;5;2000;9:22:30AM;40.55;69;71
9977;29;5;2000;9:24:00AM;21.66;64;69
9978;29;5;2000;9:25:30AM;24.41;52;64
9979;29;5;2000;9:27:00AM;22.44;71;52
9980;29;5;2000;9:28:30AM;16.54;58;71
9981;29;5;2000;9:30:00AM;21.26;41;58
9982;29;5;2000;9:31:30AM;18.11;57;41
9983;29;5;2000;9:33:00AM;25.99;51;57
9984;29;5;2000;9:34:30AM;13.78;56;51
9985;29;5;2000;9:36:00AM;18.51;60;56
9986;29;5;2000;9:37:30AM;23.23;69;60
9987;29;5;2000;9:39:00AM;27.56;57;69
9988;29;5;2000;9:40:30AM;16.93;52;57
9989;29;5;2000;9:42:00AM;31.89;79;52
9990;29;5;2000;9:43:30AM;26.38;79;79
9991;29;5;2000;9:45:00AM;25.99;49;79
9992;29;5;2000;9:46:30AM;30.71;74;49
9993;29;5;2000;9:48:00AM;38.98;74;74
9994;29;5;2000;9:49:30AM;25.2;76;74
9995;29;5;2000;9:51:00AM;17.72;54;76
9996;29;5;2000;9:52:30AM;19.29;67;54
9997;29;5;2000;9:54:00AM;30.32;36;67
9998;29;5;2000;9:55:30AM;50.4;58;36
9999;29;5;2000;9:57:00AM;16.14;66;58
10000;29;5;2000;9:58:30AM;21.26;67;66
10001;29;5;2000;10:00:00AM;29.14;74;67
10002;29;5;2000;10:01:30AM;30.71;68;74
10003;29;5;2000;10:03:00AM;30.71;59;68
10004;29;5;2000;10:04:30AM;23.62;80;59
10005;29;5;2000;10:06:00AM;20.87;78;80
10006;29;5;2000;10:07:30AM;25.99;70;78
10007;29;5;2000;10:09:00AM;18.9;72;70
10008;29;5;2000;10:10:30AM;18.11;63;72
10009;29;5;2000;10:12:00AM;22.44;62;63
10010;29;5;2000;10:13:30AM;26.77;65;62
10011;29;5;2000;10:15:00AM;22.05;72;65
10012;29;5;2000;10:16:30AM;37.4;67;72
10013;29;5;2000;10:18:00AM;36.62;77;67
10014;29;5;2000;10:19:30AM;24.41;75;77
10015;29;5;2000;10:21:00AM;33.86;45;75
10016;29;5;2000;10:22:30AM;31.5;71;45
10017;29;5;2000;10:24:00AM;36.62;72;71
10018;29;5;2000;10:25:30AM;32.68;70;72
10019;29;5;2000;10:27:00AM;22.44;70;70
10020;29;5;2000;10:28:30AM;16.54;60;70
10021;29;5;2000;10:30:00AM;19.29;47;60
10022;29;5;2000;10:31:30AM;15.36;50;47
10023;29;5;2000;10:33:00AM;22.05;73;50
10024;29;5;2000;10:34:30AM;19.29;71;73
10025;29;5;2000;10:36:00AM;16.54;61;71
10026;29;5;2000;10:37:30AM;35.44;50;61
10027;29;5;2000;10:39:00AM;25.59;59;50
10028;29;5;2000;10:40:30AM;18.11;65;59
10029;29;5;2000;10:42:00AM;21.26;65;65
10030;29;5;2000;10:43:30AM;16.54;63;65
10031;29;5;2000;10:45:00AM;17.72;71;63
10032;29;5;2000;10:46:30AM;17.32;67;71
10033;29;5;2000;10:48:00AM;23.23;60;67
10034;29;5;2000;10:49:30AM;15.75;61;60
10035;29;5;2000;10:51:00AM;12.6;48;61
10036;29;5;2000;10:52:30AM;22.05;57;48
10037;29;5;2000;10:54:00AM;18.51;64;57
10038;29;5;2000;10:55:30AM;18.11;58;64
10039;29;5;2000;10:57:00AM;21.26;67;58
10040;29;5;2000;10:58:30AM;16.93;65;67
10041;29;5;2000;11:00:00AM;14.57;64;65
10042;29;5;2000;11:01:30AM;32.29;65;64
10043;29;5;2000;11:03:00AM;35.04;64;65
10044;29;5;2000;11:04:30AM;34.25;73;64
10045;29;5;2000;11:06:00AM;12.6;54;73
10046;29;5;2000;11:07:30AM;18.11;62;54
10047;29;5;2000;11:09:00AM;21.66;49;62
10048;29;5;2000;11:10:30AM;15.36;54;49
10049;29;5;2000;11:12:00AM;10.63;43;54
10050;29;5;2000;11:13:30AM;25.59;59;43
10051;29;5;2000;11:15:00AM;20.08;58;59
10052;29;5;2000;11:16:30AM;11.42;48;58
10053;29;5;2000;11:18:00AM;15.75;61;48
10054;29;5;2000;11:19:30AM;10.63;37;61
10055;29;5;2000;11:21:00AM;19.29;49;37
10056;29;5;2000;11:22:30AM;17.72;64;49
10057;29;5;2000;11:24:00AM;14.96;59;64
10058;29;5;2000;11:25:30AM;16.54;62;59
10059;29;5;2000;11:27:00AM;27.56;66;62
10060;29;5;2000;11:28:30AM;20.47;57;66
10061;29;5;2000;11:30:00AM;13.39;47;57
10062;29;5;2000;11:31:30AM;15.36;67;47
10063;29;5;2000;11:33:00AM;29.53;71;67
10064;29;5;2000;11:34:30AM;16.54;55;71
10065;29;5;2000;11:36:00AM;15.75;60;55
10066;29;5;2000;11:37:30AM;31.1;68;60
10067;29;5;2000;11:39:00AM;26.77;71;68
10068;29;5;2000;11:40:30AM;26.38;54;71
10069;29;5;2000;11:42:00AM;24.41;64;54
10070;29;5;2000;11:43:30AM;16.54;59;64
